Donor_Arr	Recipient_Arr	Region	Length	Psi	exclude
AR	TL	8	195	0.01386	N
AR	TL	8	77	0.01386	N
AR	TL	8	642	0.01386	N
AR	TL	8	82	0.01386	N
AR	TL	8	5	0.01386	N
AR	TL	8	21	0.01386	N
AR	TL	8	26	0.01386	N
AR	TL	8	18	0.01386	N
AR	TL	8	13	0.01386	N
AR	TL	8	14	0.01386	N
AR	TL	8	2	0.01386	N
AR	TL	8	52	0.01386	N
AR	TL	8	14	0.01386	N
AR	TL	8	3	0.01386	N
AR	TL	8	216	0.01386	N
AR	TL	8	16	0.01386	N
AR	TL	8	310	0.01386	N
AR	TL	8	62	0.01386	N
AR	TL	8	8	0.01386	N
AR	TL	8	2	0.01386	N
AR	TL	8	266	0.01386	N
AR	TL	8	952	0.01386	N
AR	TL	8	336	0.01386	N
AR	TL	8	102	0.01386	N
AR	TL	8	569	0.01386	N
AR	TL	8	45	0.01386	N
AR	TL	8	15	0.01386	N
AR	TL	8	9	0.01386	N
AR	TL	8	4	0.01386	N
AR	TL	8	187	0.01386	N
AR	TL	8	267	0.01386	N
AR	TL	8	2	0.01386	N
AR	TL	8	83	0.01386	N
AR	TL	8	37	0.01386	N
AR	TL	8	195	0.01386	N
AR	TL	8	69	0.01386	N
AR	TL	8	13	0.01386	N
AR	TL	8	10	0.01386	N
AR	TL	8	271	0.01386	N
AR	TL	8	6	0.01386	N
AR	TL	8	4	0.01386	N
AR	TL	8	3	0.01386	N
AR	TL	8	324	0.01386	N
AR	TL	8	10	0.01386	N
AR	TL	8	16	0.01386	N
AR	TL	8	4	0.01386	N
AR	TL	8	148	0.01386	N
AR	TL	8	61	0.01386	N
AR	TL	8	2	0.01386	N
AR	TL	8	104	0.01386	N
AR	TL	8	104	0.01386	N
AR	TL	8	10	0.01386	N
AR	TL	8	2	0.01386	N
AR	TL	8	21	0.01386	N
AR	TL	8	93	0.01386	N
AR	TL	8	63	0.01386	N
AR	TL	8	40	0.01386	N
AR	TL	8	428	0.01386	N
AR	TL	8	15	0.01386	N
AR	TL	8	102	0.01386	N
AR	TL	8	12	0.01386	N
AR	TL	8	9	0.01386	N
AR	TL	8	4	0.01386	N
AR	TL	8	346	0.01386	N
AR	TL	8	5	0.01386	N
AR	TL	8	605	0.01386	N
AR	TL	8	25	0.01386	N
AR	TL	8	15	0.01386	N
AR	TL	8	54	0.01386	N
AR	TL	8	3	0.01386	N
AR	TL	8	22	0.01386	N
AR	TL	8	28	0.01386	N
AR	TL	8	2	0.01386	N
AR	TL	8	29	0.01386	N
AR	TL	8	189	0.01415	N
AR	TL	8	91	0.01415	N
AR	TL	8	49	0.01415	N
AR	TL	8	14	0.01415	N
AR	TL	8	14	0.01415	N
AR	TL	8	198	0.01415	N
AR	TL	8	64	0.01415	N
AR	TL	8	2	0.01415	N
AR	TL	8	2	0.01415	N
AR	TL	8	121	0.01415	N
AR	TL	8	8	0.01415	N
AR	TL	8	2	0.01415	N
AR	TL	8	2	0.01415	N
AR	TL	8	17	0.01415	N
AR	TL	8	3	0.01415	N
AR	TL	8	531	0.01415	N
AR	TL	8	55	0.01415	N
AR	TL	8	405	0.01415	N
AR	TL	8	632	0.01415	N
AR	TL	8	384	0.01415	N
AR	TL	8	387	0.01415	N
AR	TL	8	2	0.01415	N
AR	TL	8	2	0.01415	N
AR	TL	8	12	0.01415	N
AR	TL	8	20	0.01415	N
AR	TL	8	7	0.01415	N
AR	TL	8	6	0.01415	N
AR	TL	8	3	0.01415	N
AR	TL	8	3	0.01415	N
AR	TL	8	9	0.01415	N
AR	TL	8	521	0.01415	N
AR	TL	8	288	0.01415	N
AR	TL	8	2	0.01415	N
AR	TL	8	78	0.01415	N
AR	TL	8	6	0.01415	N
AR	TL	8	6	0.01415	N
AR	TL	8	82	0.01415	N
AR	TL	8	15	0.01415	N
AR	TL	8	99	0.01415	N
AR	TL	8	222	0.01415	N
AR	TL	8	15	0.01415	N
AR	TL	8	15	0.01415	N
AR	TL	8	209	0.01415	N
AR	TL	8	17	0.01415	N
AR	TL	8	36	0.01415	N
AR	TL	8	13	0.01415	N
AR	TL	8	192	0.01415	N
AR	TL	8	11	0.01415	N
AR	TL	8	5	0.01415	N
AR	TL	8	2	0.01415	N
AR	TL	8	134	0.01415	N
AR	TL	8	94	0.01415	N
AR	TL	8	270	0.01415	N
AR	TL	8	102	0.01415	N
AR	TL	8	5	0.01415	N
AR	TL	8	3	0.01415	N
AR	TL	8	6	0.01415	N
AR	TL	8	260	0.01415	N
AR	TL	8	403	0.01415	N
AR	TL	8	10	0.01415	N
AR	TL	8	33	0.01415	N
AR	TL	8	26	0.01415	N
AR	TL	8	4	0.01415	N
AR	TL	8	7	0.01415	N
AR	TL	8	171	0.01415	N
AR	TL	8	7	0.01415	N
AR	TL	8	190	0.01415	N
AR	TL	8	94	0.01415	N
AR	TL	8	62	0.01415	N
AR	TL	8	3	0.01415	N
AR	TL	8	6	0.01415	N
AR	TL	8	8	0.01415	N
AR	TL	8	5	0.01415	N
AR	TL	8	81	0.01415	N
AR	TL	8	155	0.01415	N
AR	TL	8	24	0.01415	N
AR	TL	8	143	0.01025	N
AR	TL	8	655	0.01025	N
AR	TL	8	2	0.01025	N
AR	TL	8	147	0.01025	N
AR	TL	8	324	0.01025	N
AR	TL	8	161	0.01025	N
AR	TL	8	230	0.01025	N
AR	TL	8	49	0.01025	N
AR	TL	8	8	0.01025	N
AR	TL	8	107	0.01025	N
AR	TL	8	86	0.01025	N
AR	TL	8	24	0.01025	N
AR	TL	8	30	0.01025	N
AR	TL	8	13	0.01025	N
AR	TL	8	57	0.01025	N
AR	TL	8	2635	0.01025	N
AR	TL	8	682	0.01025	N
AR	TL	8	9	0.01025	N
AR	TL	8	32	0.01025	N
AR	TL	8	7	0.01025	N
AR	TL	8	2	0.01025	N
AR	TL	8	44	0.01025	N
AR	TL	8	436	0.01025	N
AR	TL	8	4	0.01025	N
AR	TL	8	264	0.01025	N
AR	TL	8	1275	0.01025	N
AR	TL	8	978	0.01025	N
AR	TL	8	34	0.01025	N
AR	TL	8	3	0.01025	N
AR	TL	8	294	0.01025	N
AR	TL	8	10	0.01025	N
AR	TL	8	70	0.01025	N
AR	TL	8	2	0.01025	N
AR	TL	8	10	0.01025	N
AR	TL	8	124	0.01025	N
AR	TL	8	44	0.01025	N
AR	TL	8	925	0.01025	N
AR	TL	8	488	0.01025	N
AR	TL	8	8	0.01025	N
AR	TL	8	46	0.01025	N
AR	TL	8	160	0.01025	N
AR	TL	8	203	0.01025	N
AR	TL	8	62	0.01025	N
AR	TL	8	13	0.01025	N
AR	TL	8	749	0.01025	N
AR	TL	8	4	0.01025	N
AR	TL	8	504	0.01025	N
AR	TL	8	43	0.01025	N
AR	TL	8	60	0.01025	N
AR	TL	8	5	0.01025	N
AR	TL	8	179	0.01025	N
AR	TL	8	522	0.01025	N
AR	TL	8	41	0.01025	N
AR	TL	8	38	0.01025	N
AR	TL	8	82	0.01025	N
AR	TL	8	12	0.01025	N
AR	TL	8	12	0.01025	N
AR	TL	8	82	0.01025	N
AR	TL	8	2	0.01025	N
AR	TL	8	313	0.01025	N
AR	TL	8	93	0.01025	N
AR	TL	8	2	0.01025	N
AR	TL	8	140	0.01025	N
AR	TL	8	34	0.01123	N
AR	TL	8	3	0.01123	N
AR	TL	8	20	0.01123	N
AR	TL	8	16	0.01123	N
AR	TL	8	989	0.01123	N
AR	TL	8	368	0.01123	N
AR	TL	8	6	0.01123	N
AR	TL	8	4	0.01123	N
AR	TL	8	28	0.01123	N
AR	TL	8	206	0.01123	N
AR	TL	8	6	0.01123	N
AR	TL	8	16	0.01123	N
AR	TL	8	9	0.01123	N
AR	TL	8	204	0.01123	N
AR	TL	8	160	0.01123	N
AR	TL	8	84	0.01123	N
AR	TL	8	4	0.01123	N
AR	TL	8	529	0.01123	N
AR	TL	8	176	0.01123	N
AR	TL	8	108	0.01123	N
AR	TL	8	165	0.01123	N
AR	TL	8	136	0.01123	N
AR	TL	8	251	0.01123	N
AR	TL	8	140	0.01123	N
AR	TL	8	18	0.01123	N
AR	TL	8	37	0.01123	N
AR	TL	8	656	0.01123	N
AR	TL	8	83	0.01123	N
AR	TL	8	84	0.01123	N
AR	TL	8	36	0.01123	N
AR	TL	8	328	0.01123	N
AR	TL	8	10	0.01123	N
AR	TL	8	67	0.01123	N
AR	TL	8	304	0.01123	N
AR	TL	8	21	0.01123	N
AR	TL	8	213	0.01123	N
AR	TL	8	162	0.01123	N
AR	TL	8	2	0.01123	N
AR	TL	8	13	0.01123	N
AR	TL	8	41	0.01123	N
AR	TL	8	279	0.01123	N
AR	TL	8	154	0.01123	N
AR	TL	8	40	0.01123	N
AR	TL	8	156	0.01123	N
AR	TL	8	472	0.01123	N
AR	TL	8	17	0.01123	N
AR	TL	8	22	0.01123	N
AR	TL	8	7	0.01123	N
AR	TL	8	1627	0.01123	N
AR	TL	8	81	0.01123	N
AR	TL	8	45	0.01123	N
AR	TL	8	27	0.01123	N
AR	TL	8	260	0.01123	N
AR	TL	8	4	0.01123	N
AR	TL	8	94	0.01123	N
AR	TL	8	31	0.01123	N
AR	TL	8	193	0.01123	N
AR	TL	8	76	0.01123	N
AR	TL	8	103	0.01123	N
AR	TL	8	2	0.01123	N
AR	TL	8	4	0.01123	N
AR	TL	8	44	0.01123	N
AR	TL	8	463	0.01123	N
AR	TL	8	149	0.01123	N
AR	TL	8	24	0.01123	N
AR	TL	8	2	0.01123	N
AR	TL	8	2	0.01123	N
AR	TL	8	383	0.01123	N
AR	TL	8	66	0.01123	N
AR	TL	8	5	0.01123	N
AR	TL	8	5	0.01123	N
AR	TL	8	2	0.01123	N
AR	TL	8	16	0.01123	N
AR	TL	8	21	0.01123	N
AR	TL	8	2	0.01123	N
AR	TL	8	19	0.01123	N
AR	TL	8	4	0.01123	N
AR	TL	8	5	0.01123	N
AR	TL	8	2	0.01123	N
AR	TL	8	5	0.01123	N
AR	TL	8	93	0.01123	N
AR	TL	8	19	0.01123	N
AR	TL	8	6	0.01257	N
AR	TL	8	3	0.01257	N
AR	TL	8	14	0.01257	N
AR	TL	8	295	0.01257	N
AR	TL	8	243	0.01257	N
AR	TL	8	528	0.01257	N
AR	TL	8	16	0.01257	N
AR	TL	8	5	0.01257	N
AR	TL	8	4	0.01257	N
AR	TL	8	9	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	176	0.01257	N
AR	TL	8	9	0.01257	N
AR	TL	8	135	0.01257	N
AR	TL	8	6	0.01257	N
AR	TL	8	29	0.01257	N
AR	TL	8	27	0.01257	N
AR	TL	8	18	0.01257	N
AR	TL	8	256	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	250	0.01257	N
AR	TL	8	603	0.01257	N
AR	TL	8	59	0.01257	N
AR	TL	8	26	0.01257	N
AR	TL	8	178	0.01257	N
AR	TL	8	95	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	41	0.01257	N
AR	TL	8	97	0.01257	N
AR	TL	8	13	0.01257	N
AR	TL	8	104	0.01257	N
AR	TL	8	7	0.01257	N
AR	TL	8	5	0.01257	N
AR	TL	8	1390	0.01257	N
AR	TL	8	14	0.01257	N
AR	TL	8	14	0.01257	N
AR	TL	8	61	0.01257	N
AR	TL	8	7	0.01257	N
AR	TL	8	145	0.01257	N
AR	TL	8	52	0.01257	N
AR	TL	8	123	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	9	0.01257	N
AR	TL	8	4	0.01257	N
AR	TL	8	646	0.01257	N
AR	TL	8	4	0.01257	N
AR	TL	8	18	0.01257	N
AR	TL	8	20	0.01257	N
AR	TL	8	24	0.01257	N
AR	TL	8	62	0.01257	N
AR	TL	8	58	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	19	0.01257	N
AR	TL	8	8	0.01257	N
AR	TL	8	49	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	20	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	450	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	28	0.01257	N
AR	TL	8	17	0.01257	N
AR	TL	8	7	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	41	0.01257	N
AR	TL	8	47	0.01257	N
AR	TL	8	424	0.01257	N
AR	TL	8	221	0.01257	N
AR	TL	8	162	0.01257	N
AR	TL	8	1383	0.01257	N
AR	TL	8	619	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	366	0.01257	N
AR	TL	8	3	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	2	0.01257	N
AR	TL	8	31	0.01257	N
AR	TL	8	314	0.01257	N
AR	TL	8	43	0.01257	N
AR	TL	8	184	0.01257	N
AR	TL	8	171	0.01484	N
AR	TL	8	138	0.01484	N
AR	TL	8	218	0.01484	N
AR	TL	8	109	0.01484	N
AR	TL	8	174	0.01484	N
AR	TL	8	79	0.01484	N
AR	TL	8	11	0.01484	N
AR	TL	8	235	0.01484	N
AR	TL	8	12	0.01484	N
AR	TL	8	467	0.01484	N
AR	TL	8	119	0.01484	N
AR	TL	8	17	0.01484	N
AR	TL	8	343	0.01484	N
AR	TL	8	165	0.01484	N
AR	TL	8	284	0.01484	N
AR	TL	8	387	0.01484	N
AR	TL	8	12	0.01484	N
AR	TL	8	21	0.01484	N
AR	TL	8	47	0.01484	N
AR	TL	8	38	0.01484	N
AR	TL	8	4	0.01484	N
AR	TL	8	4	0.01484	N
AR	TL	8	219	0.01484	N
AR	TL	8	19	0.01484	N
AR	TL	8	7	0.01484	N
AR	TL	8	49	0.01484	N
AR	TL	8	99	0.01484	N
AR	TL	8	6	0.01484	N
AR	TL	8	48	0.01484	N
AR	TL	8	422	0.01484	N
AR	TL	8	12	0.01484	N
AR	TL	8	48	0.01484	N
AR	TL	8	47	0.01484	N
AR	TL	8	68	0.01484	N
AR	TL	8	93	0.01484	N
AR	TL	8	2	0.01484	N
AR	TL	8	28	0.01484	N
AR	TL	8	6	0.01484	N
AR	TL	8	4	0.01484	N
AR	TL	8	264	0.01484	N
AR	TL	8	675	0.01484	N
AR	TL	8	193	0.01484	N
AR	TL	8	159	0.01484	N
AR	TL	8	42	0.01484	N
AR	TL	8	27	0.01484	N
AR	TL	8	19	0.01484	N
AR	TL	8	629	0.01484	N
AR	TL	8	247	0.01484	N
AR	TL	8	28	0.01484	N
AR	TL	8	118	0.01484	N
AR	TL	8	50	0.01484	N
AR	TL	8	311	0.01484	N
AR	TL	8	16	0.01484	N
AR	TL	8	8	0.01484	N
AR	TL	8	47	0.01484	N
AR	TL	8	116	0.01484	N
AR	TL	8	25	0.01484	N
AR	TL	8	2	0.01484	N
AR	TL	8	22	0.01484	N
AR	TL	8	38	0.01484	N
AR	TL	8	23	0.01484	N
AR	TL	8	20	0.01286	N
AR	TL	8	87	0.01286	N
AR	TL	8	77	0.01286	N
AR	TL	8	1034	0.01286	N
AR	TL	8	2	0.01286	N
AR	TL	8	28	0.01286	N
AR	TL	8	28	0.01286	N
AR	TL	8	56	0.01286	N
AR	TL	8	19	0.01286	N
AR	TL	8	484	0.01286	N
AR	TL	8	220	0.01286	N
AR	TL	8	19	0.01286	N
AR	TL	8	24	0.01286	N
AR	TL	8	40	0.01286	N
AR	TL	8	62	0.01286	N
AR	TL	8	13	0.01286	N
AR	TL	8	25	0.01286	N
AR	TL	8	22	0.01286	N
AR	TL	8	9	0.01286	N
AR	TL	8	187	0.01286	N
AR	TL	8	106	0.01286	N
AR	TL	8	256	0.01286	N
AR	TL	8	56	0.01286	N
AR	TL	8	16	0.01286	N
AR	TL	8	13	0.01286	N
AR	TL	8	26	0.01286	N
AR	TL	8	404	0.01286	N
AR	TL	8	256	0.01286	N
AR	TL	8	392	0.01286	N
AR	TL	8	12	0.01286	N
AR	TL	8	35	0.01286	N
AR	TL	8	147	0.01286	N
AR	TL	8	204	0.01286	N
AR	TL	8	33	0.01286	N
AR	TL	8	39	0.01286	N
AR	TL	8	149	0.01286	N
AR	TL	8	108	0.01286	N
AR	TL	8	15	0.01286	N
AR	TL	8	28	0.01286	N
AR	TL	8	48	0.01286	N
AR	TL	8	16	0.01286	N
AR	TL	8	337	0.01286	N
AR	TL	8	65	0.01286	N
AR	TL	8	35	0.01286	N
AR	TL	8	3	0.01286	N
AR	TL	8	7	0.01286	N
AR	TL	8	58	0.01286	N
AR	TL	8	2	0.01286	N
AR	TL	8	5	0.01286	N
AR	TL	8	369	0.01286	N
AR	TL	8	32	0.01286	N
AR	TL	8	128	0.01286	N
AR	TL	8	24	0.01286	N
AR	TL	8	2	0.01286	N
AR	TL	8	251	0.01286	N
AR	TL	8	12	0.01286	N
AR	TL	8	22	0.01286	N
AR	TL	8	42	0.01286	N
AR	TL	8	62	0.01286	N
AR	TL	8	92	0.01286	N
AR	TL	8	4	0.01286	N
AR	TL	8	94	0.01286	N
AR	TL	8	10	0.01176	N
AR	TL	8	947	0.01176	N
AR	TL	8	141	0.01176	N
AR	TL	8	1931	0.01176	N
AR	TL	8	5	0.01176	N
AR	TL	8	23	0.01176	N
AR	TL	8	14	0.01176	N
AR	TL	8	12	0.01176	N
AR	TL	8	16	0.01176	N
AR	TL	8	13	0.01176	N
AR	TL	8	1025	0.01176	N
AR	TL	8	254	0.01176	N
AR	TL	8	315	0.01176	N
AR	TL	8	19	0.01176	N
AR	TL	8	70	0.01176	N
AR	TL	8	9	0.01176	N
AR	TL	8	340	0.01176	N
AR	TL	8	22	0.01176	N
AR	TL	8	20	0.01176	N
AR	TL	8	57	0.01176	N
AR	TL	8	45	0.01176	N
AR	TL	8	82	0.01176	N
AR	TL	8	24	0.01176	N
AR	TL	8	35	0.01176	N
AR	TL	8	418	0.01176	N
AR	TL	8	86	0.01176	N
AR	TL	8	26	0.01176	N
AR	TL	8	451	0.01176	N
AR	TL	8	8	0.01176	N
AR	TL	8	3	0.01176	N
AR	TL	8	25	0.01176	N
AR	TL	8	4	0.01176	N
AR	TL	8	243	0.01176	N
AR	TL	8	14	0.01176	N
AR	TL	8	19	0.01176	N
AR	TL	8	663	0.01176	N
AR	TL	8	114	0.01176	N
AR	TL	8	13	0.01176	N
AR	TL	8	49	0.01176	N
AR	TL	8	81	0.01176	N
AR	TL	8	27	0.01176	N
AR	TL	8	16	0.01176	N
AR	TL	8	229	0.01176	N
AR	TL	8	466	0.01176	N
AR	TL	8	40	0.01176	N
AR	TL	8	86	0.01176	N
AR	TL	8	74	0.01176	N
AR	TL	8	69	0.01176	N
AR	TL	8	13	0.01176	N
AR	TL	8	511	0.01176	N
AR	TL	8	15	0.01176	N
AR	TL	8	2	0.01176	N
AR	TL	8	261	0.01176	N
AR	TL	8	1148	0.01176	N
AR	TL	8	562	0.01176	N
AR	TL	8	12	0.01176	N
AR	TL	8	3	0.01176	N
AR	TL	8	169	0.01176	N
AR	TL	8	87	0.01176	N
AR	TL	8	56	0.01176	N
AR	TL	8	43	0.01176	N
AR	TL	8	21	0.01176	N
AR	TL	8	48	0.01176	N
AR	TL	8	13	0.01176	N
AR	TL	8	11	0.01176	N
AR	TL	8	12	0.01176	N
AR	TL	8	121	0.01176	N
AR	TL	8	241	0.01176	N
AR	TL	8	308	0.01176	N
AR	TL	8	198	0.01176	N
AR	TL	8	178	0.01176	N
AR	TL	8	14	0.01176	N
AR	TL	8	30	0.01176	N
AR	TL	8	61	0.01176	N
AR	TL	8	611	0.01176	N
AR	TL	8	143	0.01176	N
AR	TL	8	109	0.01336	N
AR	TL	8	7	0.01336	N
AR	TL	8	266	0.01336	N
AR	TL	8	39	0.01336	N
AR	TL	8	225	0.01336	N
AR	TL	8	19	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	9	0.01336	N
AR	TL	8	364	0.01336	N
AR	TL	8	62	0.01336	N
AR	TL	8	45	0.01336	N
AR	TL	8	30	0.01336	N
AR	TL	8	314	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	55	0.01336	N
AR	TL	8	100	0.01336	N
AR	TL	8	259	0.01336	N
AR	TL	8	87	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	69	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	11	0.01336	N
AR	TL	8	6	0.01336	N
AR	TL	8	39	0.01336	N
AR	TL	8	193	0.01336	N
AR	TL	8	30	0.01336	N
AR	TL	8	415	0.01336	N
AR	TL	8	28	0.01336	N
AR	TL	8	5	0.01336	N
AR	TL	8	31	0.01336	N
AR	TL	8	32	0.01336	N
AR	TL	8	10	0.01336	N
AR	TL	8	175	0.01336	N
AR	TL	8	56	0.01336	N
AR	TL	8	10	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	34	0.01336	N
AR	TL	8	6	0.01336	N
AR	TL	8	9	0.01336	N
AR	TL	8	5	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	28	0.01336	N
AR	TL	8	43	0.01336	N
AR	TL	8	65	0.01336	N
AR	TL	8	164	0.01336	N
AR	TL	8	174	0.01336	N
AR	TL	8	150	0.01336	N
AR	TL	8	42	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	19	0.01336	N
AR	TL	8	182	0.01336	N
AR	TL	8	221	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	5	0.01336	N
AR	TL	8	130	0.01336	N
AR	TL	8	14	0.01336	N
AR	TL	8	31	0.01336	N
AR	TL	8	44	0.01336	N
AR	TL	8	67	0.01336	N
AR	TL	8	113	0.01336	N
AR	TL	8	71	0.01336	N
AR	TL	8	4	0.01336	N
AR	TL	8	7	0.01336	N
AR	TL	8	52	0.01336	N
AR	TL	8	14	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	4	0.01336	N
AR	TL	8	25	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	135	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	45	0.01336	N
AR	TL	8	540	0.01336	N
AR	TL	8	5	0.01336	N
AR	TL	8	288	0.01336	N
AR	TL	8	70	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	70	0.01336	N
AR	TL	8	13	0.01336	N
AR	TL	8	5	0.01336	N
AR	TL	8	117	0.01336	N
AR	TL	8	13	0.01336	N
AR	TL	8	43	0.01336	N
AR	TL	8	81	0.01336	N
AR	TL	8	62	0.01336	N
AR	TL	8	13	0.01336	N
AR	TL	8	128	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	22	0.01336	N
AR	TL	8	46	0.01336	N
AR	TL	8	295	0.01336	N
AR	TL	8	405	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	64	0.01336	N
AR	TL	8	4	0.01336	N
AR	TL	8	227	0.01336	N
AR	TL	8	627	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	19	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	13	0.01336	N
AR	TL	8	267	0.01336	N
AR	TL	8	32	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	24	0.01336	N
AR	TL	8	146	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	7	0.01336	N
AR	TL	8	93	0.01336	N
AR	TL	8	39	0.01336	N
AR	TL	8	62	0.01336	N
AR	TL	8	7	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	3	0.01336	N
AR	TL	8	104	0.01336	N
AR	TL	8	2	0.01336	N
AR	TL	8	234	0.01336	N
AR	TL	8	49	0.01336	N
AR	TL	8	54	0.01336	N
AR	TL	8	6	0.01336	N
AR	TL	8	55	0.01336	N
AR	TL	9	2020	0.0121	N
AR	TL	9	13	0.0121	N
AR	TL	9	3624	0.0121	N
AR	TL	9	121	0.0121	N
AR	TL	9	18	0.0121	N
AR	TL	9	3	0.0121	N
AR	TL	9	6	0.0121	N
AR	TL	9	230	0.0121	N
AR	TL	9	2	0.0121	N
AR	TL	9	8	0.0121	N
AR	TL	9	10	0.0121	N
AR	TL	9	55	0.0121	N
AR	TL	9	926	0.0121	N
AR	TL	9	4	0.0121	N
AR	TL	9	418	0.0121	N
AR	TL	9	14	0.0121	N
AR	TL	9	24	0.0121	N
AR	TL	9	40	0.0121	N
AR	TL	9	16	0.0121	N
AR	TL	9	5	0.0121	N
AR	TL	9	2	0.0121	N
AR	TL	9	3	0.0121	N
AR	TL	9	127	0.0121	N
AR	TL	9	73	0.0121	N
AR	TL	9	547	0.0121	N
AR	TL	9	65	0.0121	N
AR	TL	9	7	0.0121	N
AR	TL	9	7	0.0121	N
AR	TL	9	65	0.0121	N
AR	TL	9	181	0.0121	N
AR	TL	9	11	0.0121	N
AR	TL	9	7	0.0121	N
AR	TL	9	38	0.0121	N
AR	TL	9	351	0.0121	N
AR	TL	9	33	0.0121	N
AR	TL	9	17	0.0121	N
AR	TL	9	29	0.0121	N
AR	TL	9	17	0.0121	N
AR	TL	9	63	0.0121	N
AR	TL	9	26	0.0121	N
AR	TL	9	5	0.0121	N
AR	TL	9	30	0.0121	N
AR	TL	9	3	0.0121	N
AR	TL	9	33	0.0121	N
AR	TL	9	4	0.0121	N
AR	TL	9	14	0.0121	N
AR	TL	9	116	0.0121	N
AR	TL	9	68	0.0121	N
AR	TL	9	3	0.0121	N
AR	TL	9	37	0.0121	N
AR	TL	9	5	0.0121	N
AR	TL	9	28	0.0121	N
AR	TL	9	42	0.0121	N
AR	TL	9	63	0.0121	N
AR	TL	9	13	0.0121	N
AR	TL	9	17	0.0121	N
AR	TL	9	13	0.0121	N
AR	TL	9	187	0.0121	N
AR	TL	9	26	0.0121	N
AR	TL	9	38	0.0121	N
AR	TL	9	67	0.0121	N
AR	TL	9	71	0.0121	N
AR	TL	9	9	0.0121	N
AR	TL	9	17	0.0121	N
AR	TL	9	11	0.0121	N
AR	TL	9	26	0.0121	N
AR	TL	9	16	0.0121	N
AR	TL	9	9	0.0121	N
AR	TL	9	31	0.0121	N
AR	TL	9	75	0.0121	N
AR	TL	9	103	0.0121	N
AR	TL	9	35	0.0121	N
AR	TL	9	632	0.0121	N
AR	TL	9	100	0.0121	N
AR	TL	9	26	0.0121	N
AR	TL	9	261	0.0121	N
AR	TL	9	4	0.0121	N
AR	TL	9	15	0.0121	N
AR	TL	9	8	0.0121	N
AR	TL	9	1303	0.0121	N
AR	TL	9	898	0.0135	N
AR	TL	9	55	0.0135	N
AR	TL	9	58	0.0135	N
AR	TL	9	10	0.0135	N
AR	TL	9	23	0.0135	N
AR	TL	9	257	0.0135	N
AR	TL	9	2	0.0135	N
AR	TL	9	26	0.0135	N
AR	TL	9	9	0.0135	N
AR	TL	9	35	0.0135	N
AR	TL	9	84	0.0135	N
AR	TL	9	74	0.0135	N
AR	TL	9	59	0.0135	N
AR	TL	9	5	0.0135	N
AR	TL	9	6	0.0135	N
AR	TL	9	6	0.0135	N
AR	TL	9	330	0.0135	N
AR	TL	9	9	0.0135	N
AR	TL	9	13	0.0135	N
AR	TL	9	147	0.0135	N
AR	TL	9	593	0.0135	N
AR	TL	9	7	0.0135	N
AR	TL	9	41	0.0135	N
AR	TL	9	50	0.0135	N
AR	TL	9	25	0.0135	N
AR	TL	9	627	0.0135	N
AR	TL	9	122	0.0135	N
AR	TL	9	309	0.0135	N
AR	TL	9	50	0.0135	N
AR	TL	9	2	0.0135	N
AR	TL	9	74	0.0135	N
AR	TL	9	18	0.0135	N
AR	TL	9	7	0.0135	N
AR	TL	9	157	0.0135	N
AR	TL	9	97	0.0135	N
AR	TL	9	3	0.0135	N
AR	TL	9	2	0.0135	N
AR	TL	9	4	0.0135	N
AR	TL	9	13	0.0135	N
AR	TL	9	65	0.0135	N
AR	TL	9	66	0.0135	N
AR	TL	9	150	0.0135	N
AR	TL	9	180	0.0135	N
AR	TL	9	7	0.0135	N
AR	TL	9	2	0.0135	N
AR	TL	9	482	0.0135	N
