Region,Beg,End,Count
 1518,   9576506,   9576560, 1.945
 1519,   9576854,   9577078, 1.009
 1520,   9577879,   9577925, 1.000
 1521,   9578807,   9579192, 2.272
 1522,   9580429,   9580444, 1.000
 1523,   9582143,   9582161, 1.000
 1524,   9582493,   9582508, 1.438
 1525,   9585956,   9585957, 1.000
 1526,   9587444,   9587445, 1.000
 1527,   9588277,   9588279, 1.000
 1528,   9589874,   9590024, 1.298
 1529,   9592102,   9592104, 1.000
 1530,   9597090,   9597262, 1.364
 1531,   9599470,   9599473, 1.000
 1532,   9599949,   9600007, 1.441
 1533,   9600975,   9601258, 1.655
 1534,   9601451,   9601495, 1.000
 1535,   9609605,   9612104, 1.618
 1536,   9612956,   9612959, 1.000
 1537,   9614412,   9614418, 1.000
 1538,   9614781,   9614857, 1.000
 1539,   9624624,   9624645, 1.000
 1540,   9625898,   9626094, 1.685
 1541,   9626491,   9627972, 2.492
 1542,   9628024,   9628025, 1.000
 1543,   9629880,   9630691, 2.474
 1544,   9631213,   9632094, 1.067
 1545,   9633351,   9635467, 1.641
 1546,   9635978,   9636017, 1.000
 1547,   9636097,   9636672, 1.149
 1548,   9637042,   9637267, 1.354
 1549,   9637799,   9637850, 1.000
 1550,   9642969,   9643649, 1.000
 1551,   9644129,   9644132, 1.000
 1552,   9644477,   9644594, 1.559
 1553,   9646020,   9646059, 1.050
 1554,   9655039,   9655289, 1.000
 1555,   9659538,   9659562, 1.240
 1556,   9662191,   9662332, 1.606
 1557,   9675519,   9675542, 1.000
 1558,   9677000,   9677052, 1.321
 1559,   9680029,   9680581, 3.069
 1560,   9680949,   9681205, 2.646
 1561,   9682281,   9682771, 1.244
 1562,   9683551,   9683589, 1.000
 1563,   9684424,   9684712, 1.000
 1564,   9686526,   9688078, 2.535
 1565,   9689012,   9689019, 1.000
 1566,   9691604,   9691606, 1.000
 1567,   9691978,   9692003, 1.615
 1568,   9692404,   9692408, 1.000
 1569,   9692420,   9692496, 1.221
 1570,   9693808,   9693811, 1.000
 1571,   9693975,   9694591, 2.305
 1572,   9695764,   9695845, 1.012
 1573,   9699170,   9699213, 2.023
 1574,   9700419,   9700576, 1.000
 1575,   9701448,   9702040, 1.450
 1576,   9705692,   9705713, 1.000
 1577,   9707400,   9707448, 1.000
 1578,   9708947,   9708948, 1.000
 1579,   9710968,   9710986, 1.000
 1580,   9715669,   9716193, 2.749
 1581,   9716780,   9716910, 1.008
 1582,   9717529,   9717541, 1.000
 1583,   9717685,   9717776, 1.674
 1584,   9720231,   9720379, 1.000
 1585,   9725952,   9726035, 1.000
 1586,   9728538,   9728589, 1.000
 1587,   9729484,   9730159, 1.979
 1588,   9730729,   9731185, 1.000
 1589,   9731986,   9735044, 1.623
 1590,   9735514,   9738067, 1.701
 1591,   9739683,   9739684, 1.000
 1592,   9741724,   9742165, 2.002
 1593,   9743980,   9744283, 1.000
 1594,   9745327,   9745353, 1.000
 1595,   9747682,   9747694, 1.077
 1596,   9748859,   9748867, 1.000
 1597,   9749385,   9749419, 1.286
 1598,   9751345,   9751422, 1.000
 1599,   9751745,   9751944, 1.785
 1600,   9753674,   9754296, 3.067
 1601,   9754872,   9754975, 1.048
 1602,   9755098,   9755390, 1.089
 1603,   9762775,   9763131, 2.378
 1604,   9764604,   9764763, 1.000
 1605,   9765319,   9765368, 1.000
 1606,   9768843,   9768980, 1.159
 1607,   9769180,   9769183, 1.000
 1608,   9771227,   9771428, 2.000
 1609,   9771780,   9771788, 1.000
 1610,   9772073,   9772139, 1.000
 1611,   9772741,   9772756, 1.000
 1612,   9774170,   9774177, 1.000
 1613,   9774736,   9774739, 1.000
 1614,   9774932,   9775012, 1.333
 1615,   9775579,   9775588, 1.000
 1616,   9781258,   9781325, 1.000
 1617,   9782215,   9782480, 1.996
 1618,   9783381,   9783398, 1.000
 1619,   9787391,   9787583, 1.000
 1620,   9790098,   9790803, 1.302
 1621,   9793855,   9794263, 1.127
 1622,   9797538,   9797700, 1.000
 1623,   9801145,   9801904, 1.805
 1624,   9803030,   9803059, 1.500
 1625,   9805205,   9806051, 1.254
 1626,   9806633,   9806836, 1.000
 1627,   9815646,   9815721, 1.000
 1628,   9833700,   9833873, 1.000
 1629,   9835421,   9835428, 1.000
 1630,   9843910,   9844158, 1.687
 1631,   9847684,   9847866, 1.000
 1632,   9854304,   9854338, 1.000
 1633,   9858210,   9858248, 1.000
 1634,   9860463,   9860614, 1.039
 1635,   9861281,   9861427, 1.361
 1636,   9862068,   9862076, 1.000
 1637,   9863661,   9863837, 1.000
 1638,   9864225,   9864512, 1.580
 1639,   9867236,   9867252, 1.000
 1640,   9872906,   9873212, 1.003
 1641,   9875199,   9875213, 1.000
 1642,   9878369,   9878387, 1.000
 1643,   9881825,   9881905, 2.086
 1644,   9885453,   9885485, 1.000
 1645,   9887111,   9887253, 1.853
 1646,   9893447,   9893448, 1.000
 1647,   9896357,   9896404, 1.813
 1648,   9901439,   9901507, 2.000
 1649,   9902038,   9902089, 1.000
 1650,   9902349,   9902380, 1.000
 1651,   9902947,   9902993, 1.000
 1652,   9903302,   9903334, 1.818
 1653,   9903684,   9903709, 1.692
 1654,   9904293,   9904374, 1.134
 1655,   9904483,   9905139, 1.577
 1656,   9911366,   9911395, 1.000
 1657,   9911696,   9911708, 1.000
 1658,   9917901,   9917992, 1.717
 1659,   9919454,   9919500, 1.000
 1660,   9919720,   9919950, 1.000
 1661,   9926495,   9926645, 1.000
 1662,   9931642,   9931720, 1.000
 1663,   9939830,   9939836, 1.000
 1664,   9942740,   9942864, 1.720
 1665,   9946057,   9946417, 1.136
 1666,   9954139,   9956193, 1.258
 1667,   9957049,   9957657, 1.931
 1668,   9958094,   9959209, 2.593
 1669,   9959602,   9959606, 1.000
 1670,   9961915,   9961916, 1.000
 1671,   9962024,   9965388, 1.951
 1672,   9965982,   9967841, 1.408
 1673,   9967945,   9969737, 1.616
 1674,   9970764,   9970840, 1.000
 1675,   9972609,   9975111, 1.043
 1676,   9975742,   9975942, 1.000
 1677,   9976600,   9976691, 1.359
 1678,   9978603,   9978905, 2.089
 1679,   9981447,   9981618, 1.000
 1680,   9983010,   9984245, 1.259
 1681,   9985101,   9986155, 1.881
 1682,   9986450,   9986694, 2.429
 1683,   9988180,   9988429, 1.000
 1684,   9990003,   9990543, 2.292
 1685,   9991425,   9991476, 1.000
 1686,   9991648,   9991681, 1.000
 1687,  10000886,  10001235, 1.734
 1688,  10003484,  10003542, 1.000
 1689,  10005157,  10005996, 2.679
 1690,  10006323,  10006348, 1.000
 1691,  10006594,  10007707, 3.556
 1692,  10009285,  10009739, 1.760
 1693,  10010099,  10011083, 1.191
 1694,  10013971,  10013992, 1.000
 1695,  10014371,  10016931, 3.242
 1696,  10019043,  10019132, 1.422
 1697,  10030300,  10030420, 1.661
 1698,  10032404,  10032416, 1.000
 1699,  10033868,  10033930, 1.000
 1700,  10034556,  10034736, 2.564
 1701,  10035006,  10035018, 1.000
 1702,  10045011,  10045074, 2.016
 1703,  10050270,  10050275, 1.000
 1704,  10052233,  10052315, 1.000
 1705,  10054621,  10054703, 1.024
 1706,  10054780,  10056357, 2.722
 1707,  10056804,  10056959, 1.000
 1708,  10059621,  10059719, 1.939
 1709,  10062300,  10062347, 1.729
 1710,  10066418,  10066429, 1.000
 1711,  10067497,  10067500, 1.000
 1712,  10071253,  10071257, 1.000
 1713,  10072127,  10072863, 1.465
 1714,  10073228,  10073241, 1.000
 1715,  10073593,  10073674, 1.000
 1716,  10075050,  10078446, 1.906
 1717,  10078626,  10079091, 2.693
 1718,  10085303,  10085318, 1.000
 1719,  10111976,  10111978, 1.000
 1720,  10115541,  10115542, 1.000
 1721,  10117799,  10117838, 1.000
 1722,  10121738,  10122528, 1.028
 1723,  10129368,  10129443, 1.000
 1724,  10133776,  10135449, 1.054
 1725,  10136254,  10136600, 1.911
 1726,  10137394,  10137994, 1.516
 1727,  10144724,  10146729, 1.458
 1728,  10148832,  10148999, 1.333
 1729,  10150288,  10151495, 1.373
 1730,  10152486,  10152585, 1.000
 1731,  10153566,  10154205, 1.002
 1732,  10172876,  10173357, 2.927
 1733,  10174060,  10174690, 1.000
 1734,  10176623,  10176690, 1.000
 1735,  10181720,  10181730, 1.000
 1736,  10183254,  10215051, 1.507
 1737,  10215816,  10216549, 2.168
 1738,  10216725,  10216980, 1.938
 1739,  10217351,  10217407, 1.000
 1740,  10221557,  10221773, 1.000
 1741,  10222532,  10222543, 1.000
 1742,  10222779,  10223084, 3.719
 1743,  10226822,  10227340, 2.857
 1744,  10236136,  10236305, 1.835
 1745,  10237686,  10237695, 1.000
 1746,  10238797,  10238805, 1.000
 1747,  10239614,  10239615, 1.000
 1748,  10240227,  10240413, 1.000
 1749,  10240970,  10241259, 1.534
 1750,  10246613,  10246628, 1.000
 1751,  10247862,  10247879, 1.000
 1752,  10248915,  10248917, 1.000
 1753,  10257400,  10258394, 1.495
 1754,  10258703,  10258726, 1.000
 1755,  10259899,  10259931, 1.000
 1756,  10262288,  10262472, 1.000
 1757,  10262541,  10262550, 1.000
 1758,  10262888,  10263317, 1.000
 1759,  10268981,  10268984, 1.000
 1760,  10272071,  10272106, 2.778
 1761,  10273189,  10273369, 2.144
 1762,  10278703,  10278719, 1.000
 1763,  10281508,  10281693, 3.059
 1764,  10289723,  10290132, 3.632
 1765,  10293762,  10293815, 1.000
 1766,  10293904,  10293916, 1.462
 1767,  10296058,  10296074, 1.000
 1768,  10296719,  10296738, 1.000
 1769,  10305329,  10305330, 1.000
 1770,  10307448,  10307993, 1.866
 1771,  10309558,  10309616, 1.000
 1772,  10310989,  10310990, 1.000
 1773,  10311084,  10311110, 1.000
 1774,  10311403,  10311406, 1.000
 1775,  10313238,  10313272, 1.000
 1776,  10314101,  10314183, 1.036
 1777,  10314732,  10314825, 2.117
 1778,  10315548,  10315589, 2.024
 1779,  10315667,  10316070, 1.188
 1780,  10316104,  10316198, 1.000
 1781,  10318476,  10318490, 1.000
 1782,  10318617,  10318721, 1.000
 1783,  10319268,  10319610, 1.000
 1784,  10322408,  10322409, 1.000
 1785,  10322846,  10323135, 3.207
 1786,  10324457,  10324783, 1.746
 1787,  10325291,  10325352, 1.000
 1788,  10327931,  10328011, 1.000
 1789,  10328365,  10328480, 1.259
 1790,  10328996,  10329007, 1.000
 1791,  10330198,  10330662, 1.097
 1792,  10330903,  10331059, 1.771
 1793,  10331556,  10332160, 1.721
 1794,  10333393,  10333403, 1.000
 1795,  10336666,  10336667, 1.000
 1796,  10339819,  10340360, 1.037
 1797,  10340853,  10341032, 2.700
 1798,  10341575,  10341817, 1.000
 1799,  10341946,  10341966, 1.000
 1800,  10343938,  10344413, 1.111
 1801,  10346488,  10346501, 1.000
 1802,  10346996,  10347125, 1.000
 1803,  10349828,  10350103, 1.833
 1804,  10350160,  10351360, 1.774
 1805,  10352067,  10352232, 1.000
 1806,  10352749,  10353198, 1.000
 1807,  10354974,  10355257, 1.532
 1808,  10362351,  10362353, 1.000
 1809,  10362971,  10364072, 1.034
 1810,  10370619,  10370682, 1.000
 1811,  10370727,  10370844, 2.415
 1812,  10370855,  10370862, 1.000
 1813,  10371010,  10371211, 1.000
 1814,  10371437,  10372012, 1.000
 1815,  10376128,  10376746, 1.876
 1816,  10378560,  10379129, 2.505
 1817,  10385060,  10385389, 2.445
 1818,  10388304,  10389766, 3.274
 1819,  10390853,  10391089, 1.295
 1820,  10394244,  10394344, 1.000
 1821,  10395414,  10395422, 1.000
 1822,  10399264,  10399513, 1.504
 1823,  10400117,  10400123, 1.000
 1824,  10402192,  10402225, 1.441
 1825,  10402701,  10403597, 1.996
 1826,  10406996,  10407024, 1.000
 1827,  10409881,  10410265, 1.000
 1828,  10412989,  10412994, 1.000
 1829,  10418080,  10420472, 4.087
 1830,  10423499,  10426575, 2.014
 1831,  10428530,  10428764, 1.000
 1832,  10429252,  10429382, 1.519
 1833,  10431062,  10431514, 1.000
 1834,  10432003,  10432004, 1.000
 1835,  10432156,  10432163, 1.000
 1836,  10432272,  10433696, 1.052
 1837,  10434643,  10435194, 2.002
 1838,  10437510,  10437558, 1.000
 1839,  10438291,  10438293, 1.000
 1840,  10439379,  10439437, 1.034
 1841,  10442832,  10445100, 1.392
 1842,  10446053,  10446411, 1.000
 1843,  10448683,  10448797, 1.000
 1844,  10450149,  10450555, 1.000
 1845,  10450725,  10450738, 1.000
 1846,  10452796,  10452873, 1.000
 1847,  10456613,  10457193, 1.294
 1848,  10460006,  10460162, 1.000
 1849,  10461484,  10461488, 1.000
 1850,  10464404,  10464488, 1.294
 1851,  10464752,  10465039, 2.208
 1852,  10466047,  10466484, 1.422
 1853,  10470026,  10471088, 3.183
 1854,  10471469,  10473266, 2.070
 1855,  10473488,  10473695, 1.000
 1856,  10473773,  10476562, 3.455
 1857,  10476773,  10476817, 1.000
 1858,  10478775,  10479012, 1.798
 1859,  10479104,  10479974, 1.223
 1860,  10480377,  10480425, 1.000
 1861,  10484952,  10484953, 1.000
 1862,  10491770,  10493730, 2.061
 1863,  10500085,  10500086, 1.000
 1864,  10500595,  10500642, 1.000
 1865,  10501793,  10501997, 1.000
 1866,  10502424,  10502446, 1.000
 1867,  10503454,  10504312, 1.501
 1868,  10504615,  10504671, 1.667
 1869,  10514144,  10514246, 1.447
 1870,  10518286,  10518493, 1.976
 1871,  10519521,  10520264, 2.331
 1872,  10521395,  10521537, 2.007
 1873,  10523318,  10523765, 1.000
 1874,  10530122,  10530411, 1.000
 1875,  10534515,  10534540, 1.385
 1876,  10538827,  10538828, 1.000
 1877,  10542488,  10543839, 1.000
 1878,  10547927,  10547960, 1.206
 1879,  10549480,  10549492, 1.000
 1880,  10550085,  10550163, 1.000
 1881,  10550834,  10550901, 1.000
 1882,  10553596,  10554044, 1.552
 1883,  10557495,  10557528, 1.059
 1884,  10559323,  10559622, 1.133
 1885,  10561787,  10561788, 1.000
 1886,  10562029,  10562041, 1.000
 1887,  10562981,  10563543, 1.927
 1888,  10566347,  10566404, 1.000
 1889,  10566773,  10568995, 3.110
 1890,  10570177,  10570179, 1.000
 1891,  10570529,  10570568, 1.000
 1892,  10571922,  10573711, 1.379
 1893,  10574167,  10575313, 1.089
 1894,  10576317,  10576421, 1.000
 1895,  10581412,  10581510, 1.000
 1896,  10583495,  10584488, 1.587
 1897,  10586515,  10586516, 1.000
 1898,  10588921,  10589587, 1.750
 1899,  10589753,  10589812, 1.000
 1900,  10592741,  10592981, 1.000
 1901,  10595048,  10595051, 1.000
 1902,  10600229,  10601045, 1.375
 1903,  10602152,  10602153, 1.000
 1904,  10602246,  10602281, 1.000
 1905,  10605429,  10607104, 1.000
 1906,  10611453,  10611482, 1.000
 1907,  10612151,  10612181, 1.000
 1908,  10614201,  10614371, 1.953
 1909,  10616574,  10617395, 1.940
 1910,  10618175,  10621264, 1.383
 1911,  10622029,  10622419, 1.100
 1912,  10622758,  10622967, 1.000
 1913,  10623442,  10624299, 1.000
 1914,  10625474,  10625554, 1.914
 1915,  10626407,  10626470, 1.000
 1916,  10626588,  10627016, 1.210
 1917,  10627788,  10628218, 1.000
 1918,  10628271,  10629859, 3.654
 1919,  10631350,  10631409, 1.000
 1920,  10634147,  10634368, 1.207
 1921,  10635290,  10635309, 1.000
 1922,  10641242,  10642138, 1.841
 1923,  10644920,  10645716, 1.109
 1924,  10646062,  10646949, 1.744
 1925,  10655523,  10656138, 1.893
 1926,  10656171,  10656184, 1.000
 1927,  10658524,  10659125, 1.894
 1928,  10659386,  10660615, 1.000
 1929,  10661367,  10663021, 1.636
 1930,  10664146,  10664609, 1.623
 1931,  10666108,  10666134, 1.000
 1932,  10668446,  10668777, 1.253
 1933,  10670189,  10670333, 1.000
 1934,  10676630,  10676803, 1.891
 1935,  10677947,  10680802, 1.485
 1936,  10680896,  10681641, 1.705
 1937,  10687026,  10687057, 1.000
 1938,  10687811,  10688380, 1.021
 1939,  10688842,  10691499, 1.510
 1940,  10692699,  10693483, 1.445
 1941,  10699124,  10699561, 1.000
 1942,  10699753,  10701630, 1.219
 1943,  10703346,  10703394, 1.000
 1944,  10704275,  10704360, 2.453
 1945,  10705365,  10705853, 1.354
 1946,  10709473,  10710023, 2.534
 1947,  10710167,  10710292, 2.008
 1948,  10711726,  10712151, 1.016
 1949,  10715930,  10717377, 1.000
 1950,  10718806,  10718915, 1.000
 1951,  10720966,  10721500, 1.480
 1952,  10725356,  10728278, 1.941
 1953,  10729200,  10729421, 1.414
 1954,  10730044,  10730051, 1.000
 1955,  10730409,  10732089, 2.421
 1956,  10733222,  10733281, 1.000
 1957,  10734860,  10735023, 1.000
 1958,  10736553,  10736745, 1.995
 1959,  10749128,  10749187, 1.000
 1960,  10749653,  10750716, 1.552
 1961,  10753461,  10754133, 2.686
 1962,  10759364,  10759925, 1.730
 1963,  10759948,  10761405, 1.837
 1964,  10765003,  10765130, 1.000
 1965,  10765361,  10765537, 1.000
 1966,  10765580,  10765642, 1.000
 1967,  10766072,  10766752, 2.203
 1968,  10767502,  10769588, 1.000
 1969,  10770112,  10770910, 2.016
 1970,  10773364,  10773434, 1.000
 1971,  10775520,  10776806, 1.682
 1972,  10777190,  10778230, 1.340
 1973,  10780850,  10780863, 1.000
 1974,  10786673,  10786674, 1.000
 1975,  10790253,  10790284, 1.000
 1976,  10792864,  10793126, 1.559
 1977,  10794209,  10794276, 1.000
 1978,  10800657,  10800658, 1.000
 1979,  10810955,  10811005, 1.000
 1980,  10811688,  10812451, 1.229
 1981,  10814425,  10814503, 1.000
 1982,  10815015,  10815186, 2.297
 1983,  10817940,  10817993, 1.000
 1984,  10818991,  10819575, 2.585
 1985,  10820294,  10820636, 1.000
 1986,  10821505,  10821892, 1.719
 1987,  10826855,  10826896, 1.000
 1988,  10827233,  10829523, 2.461
 1989,  10831943,  10845670, 1.664
 1990,  10846221,  10847954, 1.000
 1991,  10850895,  10850910, 1.000
 1992,  10852717,  10853167, 1.029
 1993,  10854887,  10854984, 1.000
 1994,  10861983,  10862035, 1.000
 1995,  10862563,  10863369, 1.538
 1996,  10871683,  10871696, 1.000
 1997,  10876490,  10879148, 1.860
 1998,  10879549,  10879769, 1.000
 1999,  10879906,  10879934, 1.000
 2000,  10880435,  10880606, 1.483
 2001,  10884324,  10884468, 1.000
 2002,  10884988,  10885142, 1.000
 2003,  10886784,  10886807, 1.000
 2004,  10888337,  10894051, 1.543
 2005,  10895855,  10896090, 1.000
 2006,  10900288,  10901532, 1.182
 2007,  10902429,  10902542, 1.000
 2008,  10904561,  10904575, 1.000
 2009,  10909231,  10909351, 1.000
 2010,  10911110,  10911163, 1.722
 2011,  10912124,  10912773, 3.443
 2012,  10917630,  10918182, 2.121
 2013,  10927079,  10927082, 1.000
 2014,  10935783,  10936204, 3.121
 2015,  10944064,  10945471, 2.170
 2016,  10955548,  10955549, 1.000
 2017,  10958312,  10958322, 1.727
 2018,  10959003,  10959005, 1.000
 2019,  10976243,  10976249, 1.000
 2020,  10977196,  10977387, 1.865
 2021,  10980717,  10980883, 1.000
 2022,  10981737,  10982268, 1.697
 2023,  10983251,  10983916, 1.051
 2024,  10985902,  10986454, 1.443
 2025,  10987675,  10987987, 1.000
 2026,  10988320,  10988603, 1.000
 2027,  10989172,  10989188, 1.000
 2028,  10989514,  10991537, 1.502
 2029,  10992832,  10993045, 1.290
 2030,  10993756,  10994195, 2.382
 2031,  10995080,  10995351, 1.246
 2032,  10997589,  10998256, 1.000
 2033,  10999118,  10999869, 1.008
 2034,  11000276,  11000371, 2.333
 2035,  11000688,  11000754, 1.000
 2036,  11001292,  11002107, 2.619
 2037,  11030045,  11030345, 2.243
 2038,  11030720,  11032252, 1.346
 2039,  11032804,  11033768, 1.616
 2040,  11035627,  11035756, 1.000
 2041,  11037709,  11038463, 3.717
 2042,  11041686,  11041740, 1.000
 2043,  11043708,  11043852, 1.000
 2044,  11044794,  11044816, 1.000
 2045,  11045954,  11046375, 1.164
 2046,  11051463,  11051468, 1.000
 2047,  11053397,  11054691, 1.266
 2048,  11056288,  11056856, 1.127
 2049,  11057331,  11057394, 1.000
 2050,  11057567,  11057610, 1.045
 2051,  11057834,  11058199, 2.656
 2052,  11058605,  11058987, 1.540
 2053,  11059824,  11060191, 1.734
 2054,  11069430,  11069499, 1.186
 2055,  11083875,  11083974, 1.270
 2056,  11084170,  11084269, 2.380
 2057,  11084759,  11084768, 1.000
 2058,  11085646,  11085647, 1.000
 2059,  11088662,  11088864, 1.000
 2060,  11091336,  11091341, 1.000
 2061,  11094046,  11094077, 1.250
 2062,  11094828,  11095007, 1.294
 2063,  11095822,  11095823, 1.000
 2064,  11096921,  11096959, 1.000
 2065,  11099393,  11099440, 1.771
 2066,  11099910,  11099932, 1.000
 2067,  11101460,  11101640, 1.006
 2068,  11102792,  11102796, 1.000
 2069,  11109176,  11109583, 1.020
 2070,  11111893,  11111898, 1.000
 2071,  11112228,  11112902, 1.745
 2072,  11113023,  11113219, 1.777
 2073,  11113542,  11113558, 1.000
 2074,  11121785,  11121793, 1.000
 2075,  11122364,  11122463, 2.940
 2076,  11127800,  11127977, 3.478
 2077,  11136655,  11136661, 1.000
 2078,  11136756,  11136761, 1.000
 2079,  11136930,  11137077, 1.000
 2080,  11138633,  11138734, 1.000
 2081,  11138858,  11138953, 1.094
 2082,  11143292,  11143403, 1.143
 2083,  11147022,  11147646, 1.285
 2084,  11151738,  11151741, 1.000
 2085,  11152642,  11152852, 1.000
 2086,  11153040,  11157234, 1.680
 2087,  11158122,  11158157, 1.194
 2088,  11158275,  11158276, 1.000
 2089,  11158906,  11159415, 1.855
 2090,  11160326,  11160434, 1.220
 2091,  11160773,  11160836, 1.000
 2092,  11161341,  11164409, 2.358
 2093,  11166623,  11166655, 1.000
 2094,  11175115,  11175137, 1.000
 2095,  11175489,  11175628, 1.000
 2096,  11177927,  11177944, 1.000
 2097,  11178544,  11178551, 1.000
 2098,  11179818,  11179965, 1.027
 2099,  11180162,  11181004, 2.548
 2100,  11181078,  11181943, 1.911
 2101,  11182263,  11182500, 1.315
 2102,  11182794,  11182885, 1.000
 2103,  11183330,  11183447, 1.398
 2104,  11185920,  11185930, 1.000
 2105,  11203446,  11203716, 2.044
 2106,  11211178,  11211280, 1.515
 2107,  11215535,  11215935, 1.000
 2108,  11217227,  11217517, 1.804
 2109,  11218035,  11218125, 2.440
 2110,  11219500,  11220388, 1.173
 2111,  11221047,  11221274, 2.004
 2112,  11224485,  11224538, 1.000
 2113,  11226490,  11226833, 2.029
 2114,  11230247,  11230250, 1.000
 2115,  11230498,  11230519, 1.955
 2116,  11230787,  11230901, 1.487
 2117,  11231348,  11231520, 2.006
 2118,  11233771,  11233772, 1.000
 2119,  11236093,  11236539, 2.255
 2120,  11236584,  11236743, 1.000
 2121,  11237191,  11237584, 1.000
 2122,  11239181,  11239540, 1.000
 2123,  11242169,  11242186, 1.000
 2124,  11242515,  11242516, 1.000
 2125,  11246413,  11246423, 1.000
 2126,  11246629,  11246630, 1.000
 2127,  11247140,  11247141, 1.000
 2128,  11247329,  11247330, 1.000
 2129,  11247987,  11247988, 1.000
 2130,  11248064,  11248075, 1.167
 2131,  11248623,  11248745, 1.000
 2132,  11249126,  11249139, 1.000
 2133,  11250350,  11250357, 1.000
 2134,  11252005,  11252007, 1.000
 2135,  11253319,  11253340, 1.273
 2136,  11253613,  11253615, 1.000
 2137,  11254542,  11254579, 1.211
 2138,  11254641,  11255684, 1.420
 2139,  11255927,  11255932, 1.000
 2140,  11257375,  11257386, 1.000
 2141,  11258265,  11258558, 1.211
 2142,  11260733,  11260757, 1.000
 2143,  11262693,  11262694, 1.000
 2144,  11262821,  11262822, 1.000
 2145,  11263545,  11263692, 1.412
 2146,  11268318,  11268351, 1.000
 2147,  11268557,  11268558, 1.000
 2148,  11269562,  11270228, 1.282
 2149,  11270747,  11270760, 1.000
 2150,  11271513,  11271578, 1.000
 2151,  11274479,  11274539, 1.000
 2152,  11275232,  11275257, 1.000
 2153,  11279984,  11279985, 1.000
 2154,  11282366,  11283637, 1.325
 2155,  11283926,  11284235, 1.871
 2156,  11288113,  11288467, 1.054
 2157,  11293833,  11298462, 1.313
 2158,  11299441,  11300046, 1.995
 2159,  11300189,  11300328, 1.321
 2160,  11303787,  11303809, 1.000
 2161,  11303973,  11304389, 1.000
 2162,  11305347,  11305358, 1.667
 2163,  11307274,  11307280, 1.000
 2164,  11307701,  11307702, 1.000
 2165,  11321128,  11321428, 2.276
 2166,  11325156,  11325188, 1.939
 2167,  11337058,  11337891, 2.411
 2168,  11338735,  11338764, 1.000
 2169,  11339840,  11340051, 1.080
 2170,  11342042,  11344171, 3.268
 2171,  11348721,  11348723, 1.000
 2172,  11358791,  11358793, 1.000
 2173,  11358885,  11359017, 1.135
 2174,  11363506,  11363553, 1.000
 2175,  11365686,  11366020, 2.009
 2176,  11368120,  11368245, 1.484
 2177,  11371682,  11371871, 1.195
 2178,  11374007,  11375904, 2.027
 2179,  11377842,  11377887, 1.000
 2180,  11385017,  11385639, 2.881
 2181,  11392412,  11392671, 1.358
 2182,  11393328,  11394831, 1.987
 2183,  11394884,  11394895, 1.000
 2184,  11399815,  11400732, 2.410
 2185,  11406973,  11407179, 1.000
 2186,  11410595,  11410598, 1.000
 2187,  11410947,  11411333, 2.468
 2188,  11413068,  11415496, 2.106
 2189,  11420000,  11420365, 1.000
 2190,  11420470,  11420501, 1.563
 2191,  11422006,  11422013, 1.000
 2192,  11422550,  11422842, 2.328
 2193,  11429841,  11429847, 1.000
 2194,  11438382,  11439009, 1.627
 2195,  11441558,  11441585, 2.500
 2196,  11443267,  11445087, 1.022
 2197,  11445552,  11445670, 1.681
 2198,  11457230,  11457248, 1.000
 2199,  11457793,  11459816, 1.990
 2200,  11463473,  11463510, 1.000
 2201,  11465620,  11465670, 1.000
 2202,  11466685,  11467746, 1.315
 2203,  11473114,  11473139, 1.000
 2204,  11474487,  11474700, 1.402
 2205,  11475188,  11475492, 2.007
 2206,  11475881,  11475972, 1.000
 2207,  11477903,  11478008, 1.000
 2208,  11483391,  11483545, 1.477
 2209,  11484700,  11485138, 1.000
 2210,  11486162,  11486481, 1.041
 2211,  11486970,  11487047, 1.000
 2212,  11489265,  11490092, 2.600
 2213,  11490680,  11491220, 1.799
 2214,  11491621,  11491731, 1.000
 2215,  11493924,  11494046, 1.520
 2216,  11494627,  11494636, 1.000
 2217,  11498404,  11498406, 1.000
 2218,  11499588,  11499589, 1.000
 2219,  11499736,  11499751, 1.000
 2220,  11500055,  11500856, 2.923
 2221,  11502777,  11502791, 1.000
 2222,  11503428,  11503867, 2.075
 2223,  11504313,  11504368, 1.036
 2224,  11504481,  11504571, 1.000
 2225,  11504918,  11505093, 1.994
 2226,  11505563,  11505600, 1.553
 2227,  11507332,  11507343, 1.000
 2228,  11507534,  11508675, 2.977
 2229,  11508920,  11511199, 1.943
 2230,  11511716,  11511950, 1.000
 2231,  11514883,  11517174, 2.675
 2232,  11518662,  11519214, 1.490
 2233,  11520331,  11521814, 2.010
 2234,  11524128,  11524307, 1.000
 2235,  11527248,  11527350, 1.000
 2236,  11530402,  11531460, 1.000
 2237,  11533304,  11533427, 1.000
 2238,  11537195,  11537273, 1.000
 2239,  11537745,  11538153, 2.152
 2240,  11539527,  11539557, 1.000
 2241,  11540621,  11540965, 1.026
 2242,  11542971,  11543559, 1.392
 2243,  11547701,  11547755, 1.000
 2244,  11547794,  11548064, 1.413
 2245,  11550884,  11551940, 2.955
 2246,  11556632,  11556887, 1.965
 2247,  11557657,  11557792, 1.000
 2248,  11557907,  11558065, 1.792
 2249,  11558145,  11558174, 1.000
 2250,  11558741,  11558780, 1.675
 2251,  11565608,  11566067, 1.228
 2252,  11567451,  11567473, 1.087
 2253,  11567714,  11567731, 1.000
